causa_de_muerte,sexo,periodo,muertes,poblacion,tasa_mortalidad,causa_muerte_cat
068-072  XI.Enfermedades del sistema digestivo,Hombres,1984,5853,1816834,322.1538126212962,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1985,5992,1854679,323.0747746645107,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1986,6112,1906263,320.6273216235116,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1987,6343,1973492,321.4099677120556,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1988,6345,2039771,311.0643302606028,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1989,6473,2102863,307.81843610354076,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1990,6686,2165697,308.72278070293305,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1991,6691,2229548,300.10567164286215,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1992,6576,2294607,286.5850230562358,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1993,6778,2361074,287.07274740224153,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1994,6736,2430501,277.1445064206927,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1995,6829,2501907,272.951792372778,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1996,7048,2573444,273.87423235166574,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1997,6868,2643616,259.7956738043649,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1998,7250,2715352,267.0003741688002,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1999,7247,2776465,261.01535585717806,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2000,6977,2836940,245.93399930911477,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2001,7013,2903761,241.5143670570684,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2002,7228,2960774,244.12535370818577,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2003,7456,3001136,248.43925766776312,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2004,7377,3015259,244.65560006619666,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2005,7434,3049867,243.74833394374247,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2006,7300,3112155,234.56415249240476,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2007,7367,3154365,233.54938315635633,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2008,7226,3214073,224.82376722619554,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2009,7318,3285475,222.73796026449753,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2010,7210,3364111,214.3211089051461,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2011,7350,3439265,213.70845224197612,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2012,7574,3498769,216.47613775016302,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2013,7388,3574425,206.69058659784443,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2014,7437,3647967,203.86697577034005,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2015,7810,3702295,210.95023492185254,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2016,7884,3759232,209.72368824270492,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2017,7963,3817681,208.58212092629006,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2018,8552,3881154,220.3468349877382,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2019,8778,3952736,222.07402669948104,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2020,8435,4007280,210.49190473338524,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,2021,8772,4073128,215.3627384162737,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1980,4714,2475332,190.4391006943715,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1981,4614,2528137,182.505932233894,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1982,4740,2584400,183.40814115462004,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1983,4941,2629964,187.87329408311294,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1984,5115,2681698,190.7373611793722,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1985,5315,2739126,194.0399966996772,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1986,5444,2801065,194.35464725024232,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1987,5615,2878551,195.06341906049258,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1988,5831,2958475,197.0947870101995,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1989,5986,3032296,197.408168595678,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1990,6259,3109970,201.25596066843087,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1991,6386,3186139,200.4306780087121,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1992,6382,3262630,195.60906385339433,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1993,6565,3343367,196.35893995484196,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1994,6707,3427229,195.69745704182594,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1995,6818,3513749,194.03776422277176,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1996,7245,3597952,201.36455405741933,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1997,7295,3680634,198.1995493167753,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1998,7599,3767437,201.70211207247792,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,1999,7647,3840517,199.11381722825337,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2000,7442,3912891,190.1918555870838,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2001,7407,3994792,185.41641216864357,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2002,7740,4065821,190.36745592095667,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2003,7944,4118108,192.90412004736157,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2004,7991,4139000,193.06595796086012,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2005,8175,4180461,195.55259575439166,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2006,7996,4250166,188.13382818459326,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2007,8088,4297068,188.2213639625903,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2008,8184,4363318,187.56368433380285,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2009,8255,4441642,185.85469067520526,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2010,8009,4528679,176.85068868868825,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2011,8332,4612933,180.62261038692736,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2012,8433,4675622,180.36103004049517,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2013,8333,4758563,175.1158910788824,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2014,8521,4839814,176.06048496905046,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2015,8865,4897557,181.0086130697407,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2016,8746,4960687,176.3062253272581,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2017,8900,5022684,177.19609674827242,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2018,9621,5091496,188.96214393569198,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2019,9717,5173068,187.8382422191241,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2020,9445,5236250,180.37717832418238,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Mujeres,2021,9929,5313145,186.87613456813244,XI. Digestivas
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1980,47,1703406,2.7591777885013906,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1981,41,1731649,2.3676853681086643,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1982,34,1763122,1.9283974676738196,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1983,40,1786792,2.2386489305974058,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1984,70,1816834,3.852856122243419,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1985,66,1854679,3.5585672776798574,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1986,103,1906263,5.403241840186795,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1987,104,1973492,5.269846546122305,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1988,122,2039771,5.981063560566358,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1989,123,2102863,5.849168490767111,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1990,147,2165697,6.7876531204503685,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1991,131,2229548,5.875630396833798,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1992,114,2294607,4.9681710201354745,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1993,143,2361074,6.056565783198663,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1994,128,2430501,5.266403922483471,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1995,161,2501907,6.435091312346942,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1996,173,2573444,6.722508824750023,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1997,219,2643616,8.284107828065801,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1998,270,2715352,9.943462210424283,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,1999,257,2776465,9.256374562618294,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2000,280,2836940,9.869789279998871,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2001,286,2903761,9.84929544821354,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2002,293,2960774,9.896060962437526,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2003,298,3001136,9.929573334897185,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2004,298,3015259,9.883064771550304,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2005,312,3049867,10.229954289810015,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2006,335,3112155,10.764245354103508,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2007,344,3154365,10.905522981646069,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2008,337,3214073,10.485138327598658,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2009,361,3285475,10.987756717065263,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2010,340,3364111,10.1066819733356,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2011,360,3439265,10.4673527628723,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2012,365,3498769,10.432240596621268,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2013,399,3574425,11.162634549612875,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2014,411,3647967,11.266549286218872,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2015,483,3702295,13.04596203165874,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2016,499,3759232,13.273987878375157,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2017,522,3817681,13.673222042386463,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2018,607,3881154,15.639678301865889,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2019,589,3952736,14.901071055592887,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2020,603,4007280,15.047613343714438,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Hombres,2021,676,4073128,16.59658130066131,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1980,89,2475332,3.595477293550926,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1981,91,2528137,3.5994884770880695,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1982,90,2584400,3.482433059897849,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1983,93,2629964,3.5361700768527626,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1984,145,2681698,5.407021968916709,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1985,194,2739126,7.082551149527259,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1986,265,2801065,9.460687274304595,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1987,256,2878551,8.893363362330561,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1988,290,2958475,9.802347493218635,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1989,306,3032296,10.091363112308297,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1990,334,3109970,10.73965343717142,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1991,285,3186139,8.94499580840635,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1992,317,3262630,9.716087941323412,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1993,352,3343367,10.528308737868143,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1994,341,3427229,9.949729066835044,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1995,387,3513749,11.013877200676543,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1996,462,3597952,12.840638229748478,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1997,503,3680634,13.666123825406165,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1998,596,3767437,15.819773495880622,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,1999,612,3840517,15.935354536902194,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2000,619,3912891,15.819505322279612,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2001,645,3994792,16.146022120801284,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2002,679,4065821,16.70019413053354,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2003,682,4118108,16.561003256835424,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2004,644,4139000,15.559313843923654,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2005,745,4180461,17.821001080981258,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2006,704,4250166,16.564058909699057,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2007,792,4297068,18.43117213876997,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2008,836,4363318,19.159731195388463,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2009,779,4441642,17.53855893833857,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2010,752,4528679,16.605283792470164,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2011,753,4612933,16.32367086190066,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2012,892,4675622,19.077675654704336,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2013,859,4758563,18.051668119135968,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2014,858,4839814,17.7279540081499,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2015,1017,4897557,20.76545510343218,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2016,967,4960687,19.493267767145962,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2017,1117,5022684,22.239105625597787,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2018,1165,5091496,22.881290685488114,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2019,1122,5173068,21.68925674280717,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2020,1235,5236250,23.585581284316067,XII. Piel
073  XII.Enfermedades de la piel y del tejido subcutáneo,Mujeres,2021,1266,5313145,23.827695272762178,XII. Piel
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1980,142,1703406,8.33623927589782,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1981,105,1731649,6.063584479302676,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1982,110,1763122,6.238932983650593,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1983,141,1786792,7.891237480355856,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1984,347,1816834,19.099158205978092,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1985,587,1854679,31.649681696940547,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1986,645,1906263,33.8358348244707,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1987,680,1973492,34.45668895541507,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1988,675,2039771,33.0919500277237,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1989,686,2102863,32.62219174525397,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1990,722,2165697,33.337996958946704,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1991,780,2229548,34.984669538399714,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1992,766,2294607,33.382622819506786,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1993,683,2361074,28.927513495976832,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1994,733,2430501,30.158391212346753,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1995,724,2501907,28.93792614993283,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1996,753,2573444,29.260399682293457,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1997,753,2643616,28.483713217048166,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1998,839,2715352,30.898388127948053,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,1999,875,2776465,31.51489393887551,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2000,813,2836940,28.657638159425296,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2001,916,2903761,31.54529591106155,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2002,970,2960774,32.761703527523544,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2003,977,3001136,32.554339423471646,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2004,991,3015259,32.86616506243742,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2005,1004,3049867,32.91946829156812,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2006,953,3112155,30.621868126748186,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2007,995,3154365,31.543591182377433,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2008,990,3214073,30.80203841045303,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2009,1000,3285475,30.43699921624727,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2010,950,3364111,28.239258454908292,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2011,940,3439265,27.33142110305545,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2012,1117,3498769,31.925514373769747,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2013,1007,3574425,28.17236338711821,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2014,1168,3647967,32.01783349465606,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2015,1249,3702295,33.73583142348192,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2016,1332,3759232,35.43276924648438,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2017,1568,3817681,41.07205395107658,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2018,1596,3881154,41.12179006553206,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2019,1617,3952736,40.90837333937809,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2020,1632,4007280,40.72587890040127,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Hombres,2021,1595,4073128,39.159093453483415,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1980,269,2475332,10.867229123204483,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1981,220,2528137,8.702060054498629,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1982,244,2584400,9.441262962389722,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1983,258,2629964,9.810020213204439,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1984,883,2681698,32.926899300368646,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1985,1377,2739126,50.27150996339708,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1986,1594,2801065,56.90692647260953,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1987,1662,2878551,57.737382453880436,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1988,1807,2958475,61.07876524222783,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1989,1795,3032296,59.196067930043775,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1990,1903,3109970,61.190300871069496,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1991,1948,3186139,61.13983099921253,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1992,1906,3262630,58.41912812669534,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1993,1860,3343367,55.63254048987144,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1994,1851,3427229,54.008646635518076,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1995,2000,3513749,56.919262019000215,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1996,1926,3597952,53.53045287986054,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1997,1967,3680634,53.44187985004758,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1998,1989,3767437,52.794512555883486,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,1999,2126,3840517,55.35713030302952,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2000,2128,3912891,54.38434139872539,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2001,2232,3994792,55.87274631570305,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2002,2306,4065821,56.71671231960285,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2003,2373,4118108,57.62354945523526,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2004,2358,4139000,56.97028267697511,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2005,2366,4180461,56.59662893637807,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2006,2214,4250166,52.09208299158198,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2007,2206,4297068,51.337330477432516,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2008,2190,4363318,50.19116186351763,XIII. Huesos
